日期,代码,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2021-01-04,sh.000001,3474.6793,3511.6554,3457.2061,3502.9584,38079080000,523367700848.6,1.049472,0.860596
2021-01-05,sh.000001,3492.1912,3528.6767,3484.7151,3528.6767,40799593400,568019462188.0,1.124286,0.734188
2021-01-06,sh.000001,3530.9072,3556.8022,3513.1262,3550.8767,37023092600,521799529791.8,1.020219,0.629131
2021-01-07,sh.000001,3552.9087,3576.2046,3526.6174,3576.2046,40534822600,545709628110.3,1.116954,0.713286
2021-01-08,sh.000001,3577.6923,3588.0625,3544.8912,3570.1082,34555789600,502170815613.8,0.952198,-0.170471
2021-01-11,sh.000001,3571.3212,3597.7022,3516.9862,3531.4978,36247915400,526895927277.3,0.999551,-1.081491
2021-01-12,sh.000001,3518.0106,3608.3389,3517.4689,3608.3389,32340615300,485771186330.7,0.891072,2.175878
2021-01-13,sh.000001,3613.281,3622.3475,3575.5945,3598.6518,38812779100,554853439062.3,1.069399,-0.268464
2021-01-14,sh.000001,3584.9324,3599.0584,3559.6001,3565.9046,34766681900,511325103695.8,0.958187,-0.909985
2021-01-15,sh.000001,3566.2847,3589.2655,3533.7882,3566.3778,32461274400,480343780955.9,0.894566,0.01327
2021-01-18,sh.000001,3554.7977,3608.7665,3544.2614,3596.2237,30165256500,451740700449.5,0.831961,0.836869
2021-01-19,sh.000001,3596.3564,3603.1477,3553.0236,3566.3814,32343954100,467402582397.1,0.890319,-0.829823
2021-01-20,sh.000001,3564.121,3589.9624,3556.4425,3583.092,27227166100,397144766184.5,0.749468,0.468559
2021-01-21,sh.000001,3590.9247,3636.2444,3585.8017,3621.2641,32746699500,469855226645.9,0.90079,1.06534
2021-01-22,sh.000001,3616.5401,3616.5401,3585.0339,3606.7496,32446308400,485452192409.9,0.886557,-0.400813
2021-01-25,sh.000001,3605.3611,3637.1002,3591.0204,3624.2381,32734107000,527257347652.8,0.895229,0.484883
2021-01-26,sh.000001,3610.9686,3610.9686,3564.7415,3569.429,27813988400,436326664645.8,0.759523,-1.512293
2021-01-27,sh.000001,3567.5485,3578.7968,3546.492,3573.3412,26410716100,396270389618.8,0.721165,0.109603
2021-01-28,sh.000001,3534.6685,3549.544,3496.8788,3505.1759,27086246100,391574388026.6,0.739602,-1.907607
2021-01-29,sh.000001,3521.7175,3531.5981,3446.5471,3483.0692,29366266400,416528620977.0,0.801849,-0.630687
2021-02-01,sh.000001,3477.1715,3506.3889,3469.875,3505.2836,27756790100,371473066288.8,0.759244,0.637782
2021-02-02,sh.000001,3510.8084,3535.502,3495.5681,3533.6849,26454063000,384127851092.3,0.723,0.810243
2021-02-03,sh.000001,3531.149,3544.0092,3508.5069,3517.308,29735171600,413731471970.7,0.812515,-0.463451
2021-02-04,sh.000001,3503.7785,3524.7219,3465.7706,3501.8592,29883485400,418742552801.5,0.816566,-0.439222
2021-02-05,sh.000001,3509.4874,3536.5417,3492.9624,3496.3329,29014617400,397391919559.0,0.790545,-0.15781
2021-02-08,sh.000001,3504.5631,3542.2075,3492.1286,3532.4467,24979961900,359187319179.3,0.680152,1.032905
2021-02-09,sh.000001,3539.7726,3604.0112,3528.6755,3603.489,25382176000,371567972460.7,0.690993,2.011136
2021-02-10,sh.000001,3612.6125,3662.7655,3612.5049,3655.088,25794082400,392643389630.2,0.70216,1.431918
2021-02-18,sh.000001,3721.0865,3731.687,3663.6637,3675.3571,34030906500,483546564601.1,0.92574,0.554545
2021-02-19,sh.000001,3661.7834,3699.6502,3634.0149,3696.168,36105980400,484990205753.6,0.98244,0.566228
2021-02-22,sh.000001,3707.1912,3717.2669,3642.4449,3642.4449,48882147800,599323102080.9,1.329346,-1.453481
2021-02-23,sh.000001,3617.7013,3672.1511,3617.7013,3636.3573,39887317400,479631810240.2,1.08518,-0.16713
2021-02-24,sh.000001,3638.9359,3645.6474,3531.5936,3564.0799,36215895200,484430414619.7,0.985294,-1.987632
2021-02-25,sh.000001,3595.5424,3608.5568,3568.4735,3585.0458,36623229900,444735017112.4,0.996325,0.588256
2021-02-26,sh.000001,3514.5648,3550.4055,3500.7036,3509.0804,33328006700,424485913919.4,0.906652,-2.118952
2021-03-01,sh.000001,3531.4802,3552.5665,3511.9888,3551.3998,31548752600,402477044217.4,0.857463,1.205997
2021-03-02,sh.000001,3566.852,3566.852,3485.3635,3508.5912,33983048600,427680453057.6,0.92278,-1.205401
2021-03-03,sh.000001,3500.1576,3577.6218,3498.7192,3576.9045,34765684600,415490345736.0,0.94392,1.947029
2021-03-04,sh.000001,3546.6406,3552.2024,3487.3757,3503.4916,39361612000,462233734230.9,1.068711,-2.052414
2021-03-05,sh.000001,3463.3086,3523.5682,3456.6668,3501.9867,35640922300,408849901855.9,0.96769,-0.042954
2021-03-08,sh.000001,3524.983,3542.3039,3421.2153,3421.4141,38704795400,453859203341.8,1.050487,-2.300768
2021-03-09,sh.000001,3415.3391,3429.1503,3328.3119,3359.292,40765253900,456196190297.0,1.106832,-1.815685
2021-03-10,sh.000001,3389.8388,3397.0251,3354.823,3357.7372,29974916600,339571691506.0,0.813865,-0.046284
2021-03-11,sh.000001,3369.9024,3436.8313,3369.9024,3436.8313,32211204400,369805365528.1,0.874578,2.355577
2021-03-12,sh.000001,3447.2033,3454.5064,3417.2389,3453.0777,35802703500,381964281221.5,0.972092,0.472715
2021-03-15,sh.000001,3441.882,3457.4892,3392.5089,3419.9456,36781329300,381646491324.5,0.998282,-0.959495
2021-03-16,sh.000001,3424.6524,3448.8829,3406.1746,3446.7334,31666874700,332388484730.3,0.864116,0.783281
2021-03-17,sh.000001,3435.7319,3454.0562,3410.2815,3445.5509,28005981800,306630472148.0,0.764171,-0.034308
2021-03-18,sh.000001,3449.6413,3478.1447,3449.3774,3463.0681,28440389100,316529174115.7,0.776025,0.508401
2021-03-19,sh.000001,3423.8733,3439.5236,3389.2929,3404.6634,30916171600,339992292814.0,0.843549,-1.686502
2021-03-22,sh.000001,3406.1227,3443.6596,3404.2341,3443.4392,31255908400,332535035841.3,0.852819,1.138903
2021-03-23,sh.000001,3445.3408,3445.4159,3390.0477,3411.5088,32638940900,343477167707.1,0.890549,-0.927282
2021-03-24,sh.000001,3394.1283,3415.2949,3362.1847,3367.0606,31739869700,344800038245.8,0.865997,-1.30289
2021-03-25,sh.000001,3355.0706,3382.226,3344.9695,3363.5915,27067609700,290223442604.1,0.738036,-0.103031
2021-03-26,sh.000001,3373.3171,3423.2231,3373.3171,3418.3267,27461498700,322408619946.0,0.748632,1.627284
2021-03-29,sh.000001,3429.6322,3449.8338,3409.8868,3435.2958,28482424300,327944119662.4,0.77649,0.496415
2021-03-30,sh.000001,3432.5288,3457.6345,3423.3154,3456.6766,28542308100,331625651218.5,0.778079,0.622386
2021-03-31,sh.000001,3452.2078,3452.2078,3420.8321,3441.9115,28304926100,314174120171.9,0.77121,-0.427147
2021-04-01,sh.000001,3444.8102,3470.0311,3438.8255,3466.3315,27524429500,292651912290.5,0.749924,0.709489
2021-04-02,sh.000001,3472.6276,3487.5862,3462.8321,3484.3924,26265487300,317953200767.5,0.715578,0.521038
2021-04-06,sh.000001,3491.6336,3493.2806,3471.761,3482.9674,23474667100,286329672740.3,0.639539,-0.040897
2021-04-07,sh.000001,3483.4211,3483.4211,3453.1947,3479.6256,29578697800,323650987028.2,0.805797,-0.095947
2021-04-08,sh.000001,3467.4871,3495.9086,3459.3246,3482.5548,33175532900,348011326769.4,0.903795,0.084181
2021-04-09,sh.000001,3475.4434,3475.4467,3442.1392,3450.6772,28008519600,306422226254.5,0.763031,-0.915351
2021-04-12,sh.000001,3445.9696,3456.1581,3403.9012,3412.9477,30957723900,338890339564.4,0.843351,-1.093394
2021-04-13,sh.000001,3411.2928,3425.3945,3387.902,3396.47,27062605400,290539879926.0,0.736552,-0.4828
2021-04-14,sh.000001,3397.021,3420.0278,3392.9751,3416.7212,23324232700,269010070613.9,0.634809,0.596243
2021-04-15,sh.000001,3409.6139,3409.6139,3373.0939,3398.9875,23400505400,272569196767.4,0.636885,-0.519027
2021-04-16,sh.000001,3407.188,3432.6286,3394.1344,3426.6178,25857967200,295951094704.6,0.703762,0.812898
2021-04-19,sh.000001,3427.548,3479.0099,3414.3564,3477.5485,30273581900,368472467524.5,0.823865,1.486326
2021-04-20,sh.000001,3467.1481,3494.2983,3463.4637,3472.9427,28530008200,358982768197.6,0.776356,-0.132444
2021-04-21,sh.000001,3456.2991,3481.2511,3450.1113,3472.9298,25377785900,323914146231.9,0.690873,-0.000371
2021-04-22,sh.000001,3482.8328,3485.3585,3456.3156,3465.1138,25111451000,317081034873.3,0.682789,-0.225055
2021-04-23,sh.000001,3462.0858,3482.3587,3456.3329,3474.166,24936043300,323015935279.5,0.677956,0.261238
2021-04-26,sh.000001,3484.1072,3497.1208,3438.5724,3441.1658,27697077100,388161675553.7,0.752881,-0.949874
2021-04-27,sh.000001,3440.0911,3443.8538,3417.2647,3442.6111,25303239300,327046020017.7,0.687815,0.042
2021-04-28,sh.000001,3432.1612,3457.0683,3423.325,3457.0683,24738112000,349669207298.3,0.672395,0.419949
2021-04-29,sh.000001,3458.0819,3478.2278,3447.5878,3474.9011,27663138700,371611589910.9,0.751816,0.515836
2021-04-30,sh.000001,3468.3022,3469.0872,3426.9023,3446.8564,31266035400,401442334677.1,0.849649,-0.807065
2021-05-06,sh.000001,3446.0743,3471.2396,3426.8487,3441.2826,31042419200,400525169566.4,0.84338,-0.161707
2021-05-07,sh.000001,3446.407,3457.8924,3416.7755,3418.8741,35378538900,411078841642.7,0.96118,-0.651167
2021-05-10,sh.000001,3423.5896,3429.7359,3401.9346,3427.9909,37417088400,399717549009.4,1.016214,0.266661
2021-05-11,sh.000001,3406.598,3448.0959,3384.6966,3441.8454,35093411200,390326273819.7,0.952665,0.404158
2021-05-12,sh.000001,3429.7544,3466.3708,3428.3944,3462.7513,31144454700,343860406432.6,0.845421,0.607404
2021-05-13,sh.000001,3432.138,3448.0169,3418.3846,3429.5361,31932532700,356376917818.6,0.866523,-0.959214
2021-05-14,sh.000001,3436.0919,3490.6437,3422.5649,3490.3762,33698230900,411116942849.1,0.914433,1.774004
2021-05-17,sh.000001,3490.4091,3530.5055,3490.1438,3517.6158,32213596900,424476783398.0,0.868678,0.78042
2021-05-18,sh.000001,3520.6488,3529.0144,3510.862,3529.0144,27130855800,336028774653.5,0.731484,0.324043
2021-05-19,sh.000001,3521.1097,3521.1097,3503.8151,3510.9647,27832111700,349973152293.4,0.75012,-0.511466
2021-05-20,sh.000001,3500.8773,3517.7399,3486.0662,3506.9444,32600933300,390355321486.4,0.878611,-0.114507
2021-05-21,sh.000001,3510.8353,3518.3769,3479.6744,3486.5569,28382628500,356025931292.5,0.764638,-0.581347
2021-05-24,sh.000001,3486.2711,3498.3037,3469.8746,3497.2821,28950924200,367181627934.0,0.779884,0.307616
2021-05-25,sh.000001,3502.539,3584.5774,3502.4429,3581.3418,34124112700,472213531433.2,0.919178,2.403572
2021-05-26,sh.000001,3586.8388,3603.4881,3585.3695,3593.357,34198028800,455831256660.6,0.921159,0.335494
2021-05-27,sh.000001,3585.7337,3626.3584,3579.2601,3608.8507,30955148600,429004239270.6,0.83362,0.431176
2021-05-28,sh.000001,3610.7668,3622.1801,3582.358,3600.7844,34920883000,452445031965.2,0.940111,-0.223514
2021-05-31,sh.000001,3600.0702,3615.6568,3580.6524,3615.4773,33152377000,449694380975.5,0.892485,0.408047
2021-06-01,sh.000001,3608.5978,3626.0737,3581.9115,3624.7138,35281141300,471663104796.7,0.949684,0.255471
2021-06-02,sh.000001,3626.3283,3629.2896,3584.5955,3597.1379,34855842000,454678066375.6,0.938183,-0.760775
2021-06-03,sh.000001,3595.4215,3618.5067,3584.2054,3584.2121,35423303100,443506527329.2,0.952899,-0.359336
2021-06-04,sh.000001,3565.4716,3618.8001,3561.8907,3591.8447,33089303800,435280519932.9,0.890004,0.212951
2021-06-07,sh.000001,3597.1413,3600.3759,3581.8988,3599.541,30371867700,432219952222.2,0.816625,0.214272
2021-06-08,sh.000001,3598.7527,3621.5227,3563.2503,3580.1063,30449147000,443161808007.8,0.818424,-0.539922
2021-06-09,sh.000001,3576.8015,3598.7082,3572.6364,3591.3965,29832329600,403236322753.9,0.801445,0.315359
2021-06-10,sh.000001,3587.5282,3624.3433,3584.1332,3610.859,31817480800,442117285383.9,0.853919,0.54192
2021-06-11,sh.000001,3614.1134,3614.4038,3587.1491,3589.7481,36055497000,495372693064.5,0.967493,-0.58465
2021-06-15,sh.000001,3587.4658,3592.9465,3547.187,3556.559,34916856600,444719204218.3,0.931783,-0.924552
2021-06-16,sh.000001,3556.7139,3561.0921,3513.5592,3518.3292,31259730600,410609314681.0,0.834018,-1.07491
2021-06-17,sh.000001,3508.317,3534.1976,3507.3535,3525.6042,27722991800,388761041679.4,0.739604,0.206774
2021-06-18,sh.000001,3520.4966,3535.6221,3503.1833,3525.0968,29670858500,446297401403.1,0.791002,-0.014392
2021-06-21,sh.000001,3515.5006,3540.2959,3504.0075,3529.1826,28089827700,426562789148.1,0.748832,0.115906
2021-06-22,sh.000001,3539.7876,3560.1946,3536.812,3557.412,30753639900,437092259173.4,0.819055,0.799885
2021-06-23,sh.000001,3559.3988,3577.4661,3549.8482,3566.2199,31070951800,470347635637.0,0.826447,0.247593
2021-06-24,sh.000001,3568.5758,3570.4874,3548.8161,3566.6539,33544075400,461273595569.7,0.891722,0.01217
2021-06-25,sh.000001,3567.3772,3614.2981,3564.5199,3607.5618,34608783200,483898970868.6,0.92002,1.146955
2021-06-28,sh.000001,3612.2469,3614.3574,3594.2174,3606.3722,32127497400,456029594401.3,0.853874,-0.032975
2021-06-29,sh.000001,3601.6772,3601.8265,3570.5253,3573.1779,30607117800,440898705225.1,0.813156,-0.920435
2021-06-30,sh.000001,3572.6236,3594.1185,3569.501,3591.197,26816281800,414698378933.5,0.712435,0.504288
2021-07-01,sh.000001,3600.5464,3607.7049,3573.9374,3588.7816,29188319200,450639036987.4,0.775412,-0.067259
2021-07-02,sh.000001,3569.8919,3569.8919,3514.3386,3518.7595,29194554800,452263194296.0,0.775514,-1.951139
2021-07-05,sh.000001,3516.9228,3534.3222,3510.5781,3534.3222,28809483700,445431942146.6,0.765016,0.442278
2021-07-06,sh.000001,3533.1304,3538.347,3496.9276,3530.2589,31407021100,492886901185.7,0.833979,-0.114967
2021-07-07,sh.000001,3508.5901,3557.879,3504.4723,3553.7155,31883918900,457607653225.2,0.846575,0.664444
2021-07-08,sh.000001,3557.2177,3558.6772,3521.0579,3525.5039,35087785700,526858672969.7,0.931028,-0.793862
2021-07-09,sh.000001,3512.2334,3529.3098,3485.0543,3524.0881,34988431700,493020839328.1,0.928252,-0.040159
2021-07-12,sh.000001,3545.1977,3565.0321,3527.3927,3547.8362,40363955800,564759282705.9,1.069877,0.673879
2021-07-13,sh.000001,3547.5897,3567.4813,3542.8154,3566.5225,36241671100,511917230695.4,0.960562,0.526696
2021-07-14,sh.000001,3560.8281,3560.8281,3525.4938,3528.5011,37222172200,507716415421.5,0.985807,-1.066064
2021-07-15,sh.000001,3519.063,3565.9347,3514.258,3564.5902,36325916400,507481841307.9,0.961714,1.022788
2021-07-16,sh.000001,3559.526,3565.9992,3537.7288,3539.3038,36601477900,518640630071.4,0.968334,-0.709377
2021-07-19,sh.000001,3530.4932,3544.8793,3506.3423,3539.1225,33676094600,486952459447.0,0.890642,-0.005122
2021-07-20,sh.000001,3515.0718,3538.6361,3509.1916,3536.7905,29378059400,422649888643.3,0.776623,-0.065892
2021-07-21,sh.000001,3543.0534,3569.0898,3543.0534,3562.6611,33897874800,517239989150.0,0.8961,0.731471
2021-07-22,sh.000001,3563.6608,3576.4732,3558.2933,3574.7344,38106705400,566769499164.9,1.007022,0.338884
2021-07-23,sh.000001,3571.7152,3571.8541,3541.5101,3550.3964,44642124600,604195152712.6,1.179718,-0.680834
2021-07-26,sh.000001,3538.0143,3538.0143,3424.7424,3467.4409,44288220300,639061193803.4,1.170201,-2.336514
2021-07-27,sh.000001,3467.4473,3483.8738,3380.2763,3381.1833,46907544300,702741087489.6,1.23941,-2.487644
2021-07-28,sh.000001,3355.8189,3385.536,3312.7206,3361.5895,39582541900,564697720125.2,1.045828,-0.579495
2021-07-29,sh.000001,3403.8383,3416.6071,3382.571,3411.724,34456942800,539748855382.9,0.910457,1.491393
