日期,代码,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2025-01-02,sh.000001,3347.9392,3351.722,3242.0865,3262.5607,56137519900,603340526739.8,1.21747,-2.661355
2025-01-03,sh.000001,3267.0766,3273.5656,3205.7755,3211.4299,51759201400,523159754706.6,1.122234,-1.567198
2025-01-06,sh.000001,3209.7832,3219.4877,3185.4631,3206.9228,43097840300,444188212831.1,0.934313,-0.140346
2025-01-07,sh.000001,3203.3068,3230.8529,3190.4612,3229.6439,40966052900,436388386572.0,0.888098,0.708502
2025-01-08,sh.000001,3218.8577,3246.2908,3175.7247,3230.1679,47286439000,508148444863.7,1.025115,0.016225
2025-01-09,sh.000001,3220.7205,3228.9725,3205.9103,3211.3933,38294355700,434445510330.2,0.830176,-0.581227
2025-01-10,sh.000001,3211.7068,3220.1073,3168.5238,3168.5238,40366334800,465939368047.4,0.875064,-1.334919
2025-01-13,sh.000001,3148.8259,3172.7,3140.9775,3160.755,37274202300,411773991803.5,0.808023,-0.245187
2025-01-14,sh.000001,3165.1613,3245.2196,3159.432,3240.94,46921270400,538983836002.5,1.017081,2.536894
2025-01-15,sh.000001,3234.7152,3245.9042,3222.2359,3227.1167,40472319900,466216166943.7,0.87727,-0.426521
2025-01-16,sh.000001,3239.0261,3265.2824,3217.0966,3236.032,43065553900,499055442444.4,0.933498,0.276262
2025-01-17,sh.000001,3226.7616,3256.5067,3219.7734,3241.8212,38359926000,456553132960.4,0.831498,0.178898
2025-01-20,sh.000001,3256.1492,3268.2626,3238.1214,3244.3776,40333794800,469741031397.5,0.874131,0.078857
2025-01-21,sh.000001,3256.8325,3258.6103,3229.0689,3242.6226,38458371800,468263378897.7,0.833329,-0.054094
2025-01-22,sh.000001,3235.4925,3235.5013,3203.3801,3213.6237,36481751800,452312867431.3,0.790499,-0.894304
2025-01-23,sh.000001,3237.5988,3273.5203,3229.5716,3230.1637,45824680300,539800587226.6,0.992944,0.514684
2025-01-24,sh.000001,3222.8774,3260.0112,3221.7121,3252.6264,39865303300,480685057973.2,0.863478,0.695404
2025-01-27,sh.000001,3256.6136,3274.3924,3250.6007,3250.6007,38746764200,450231535760.3,0.839238,-0.062279
2025-02-05,sh.000001,3270.1604,3271.022,3220.2794,3229.4876,40638818100,521103029344.4,0.878814,-0.649514
2025-02-06,sh.000001,3226.575,3271.4271,3225.8459,3270.6594,46084273000,590421697753.9,0.996491,1.274871
2025-02-07,sh.000001,3269.2269,3324.428,3262.5085,3303.6666,60055845100,757613811179.4,1.298616,1.009191
2025-02-10,sh.000001,3308.04,3325.3558,3299.2429,3322.1698,54658974900,677038155519.9,1.181843,0.560081
2025-02-11,sh.000001,3323.6694,3324.1727,3304.4443,3318.0569,51194354100,632166670870.5,1.106668,-0.123802
2025-02-12,sh.000001,3312.2572,3346.3854,3310.3904,3346.3854,51343782800,647387578503.4,1.109801,0.853768
2025-02-13,sh.000001,3343.2347,3359.1807,3332.4826,3332.4826,56863116100,705799791954.1,1.229101,-0.415457
2025-02-14,sh.000001,3328.483,3349.0836,3322.5289,3346.7242,53233296500,667555376411.5,1.150568,0.427357
2025-02-17,sh.000001,3355.4171,3357.1212,3333.1948,3355.8296,58954656900,750113054935.2,1.274212,0.272069
2025-02-18,sh.000001,3348.9827,3366.0119,3314.3006,3324.4906,56267924000,696798784144.3,1.216078,-0.933867
2025-02-19,sh.000001,3320.7801,3352.0867,3320.5809,3351.5392,50291296500,675146370379.5,1.086897,0.813616
2025-02-20,sh.000001,3347.5893,3355.5571,3338.0335,3350.7833,50435711400,670099045657.4,1.09001,-0.022554
2025-02-21,sh.000001,3356.6947,3381.0575,3339.0256,3379.1128,60819020600,855656954773.5,1.298313,0.845459
2025-02-24,sh.000001,3374.0813,3384.8106,3355.8694,3373.0276,59818820300,802847050067.8,1.276895,-0.180083
2025-02-25,sh.000001,3345.6534,3369.5583,3337.8448,3346.0398,52757856200,727509770070.1,1.125934,-0.800106
2025-02-26,sh.000001,3351.2093,3380.2144,3351.2093,3380.2144,55399203100,747887357857.5,1.182281,1.021345
2025-02-27,sh.000001,3378.4494,3388.7808,3353.5712,3388.0622,57581502000,774059980112.0,1.228727,0.232169
2025-02-28,sh.000001,3374.6636,3383.1909,3318.7162,3320.8973,56831950400,758054890359.3,1.212735,-1.982399
2025-03-03,sh.000001,3328.3955,3349.0169,3304.5931,3316.9253,50241786200,643980682981.8,1.072083,-0.119606
2025-03-04,sh.000001,3300.498,3327.8242,3297.5304,3324.2099,42999611100,568728427190.7,0.917482,0.219619
2025-03-05,sh.000001,3324.6962,3342.7143,3314.1478,3341.9649,46095269600,587767599799.6,0.985559,0.534112
2025-03-06,sh.000001,3353.5703,3387.0538,3348.684,3381.0983,53999270900,736438106671.7,1.154577,1.17097
2025-03-07,sh.000001,3373.1808,3390.9442,3363.9288,3372.5458,51766355100,687879051004.4,1.106799,-0.25295
2025-03-10,sh.000001,3373.2588,3375.7978,3347.1859,3366.163,45038083200,595026433923.3,0.0,-0.189258
2025-03-11,sh.000001,3335.4394,3379.8287,3334.8313,3379.8284,44846832300,592285777947.1,0.958845,0.405964
2025-03-12,sh.000001,3385.6853,3392.4086,3370.2204,3371.9235,50219510000,648501625854.2,1.073717,-0.233885
2025-03-13,sh.000001,3371.0945,3377.1183,3341.1182,3358.7285,51901347900,636211623471.0,1.10968,-0.39132
2025-03-14,sh.000001,3361.6861,3421.2333,3360.6063,3419.5616,58266338800,750041647163.9,1.244159,1.811194
2025-03-17,sh.000001,3430.8093,3436.3516,3422.4618,3426.1285,51568513800,639349980361.1,1.101125,0.192039
2025-03-18,sh.000001,3434.5653,3437.0654,3423.3005,3429.7593,45491606300,586338207325.5,0.971285,0.105974
2025-03-19,sh.000001,3424.1726,3439.0463,3414.5933,3426.4291,44031629900,559970207906.8,0.94011,-0.097097
2025-03-20,sh.000001,3425.2157,3427.0454,3404.662,3408.9482,45163068200,565607596558.8,0.964264,-0.510178
2025-03-21,sh.000001,3401.7593,3414.7094,3355.8396,3364.8307,52086263000,623164007297.2,1.112062,-1.294168
2025-03-24,sh.000001,3364.8342,3373.6936,3340.2383,3370.0283,51331026000,586745474406.0,1.095938,0.154468
2025-03-25,sh.000001,3370.0008,3379.9884,3361.0462,3369.9763,45635739300,516435662209.0,0.974072,-0.001543
2025-03-26,sh.000001,3365.6658,3382.3424,3365.6658,3368.6973,42853377000,485185602278.8,0.914684,-0.037953
2025-03-27,sh.000001,3362.7123,3394.0349,3351.1739,3373.7489,41477631400,496457111680.0,0.885331,0.149957
