日期,代码,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2020-01-02,sh.000001,3066.335,3098.1,3066.335,3085.197,29247020800,327197122560.0,0.83333,1.149888
2020-01-03,sh.000001,3089.022,3093.819,3074.517,3083.785,26149666816,289991708672.0,0.745078,-0.045767
2020-01-06,sh.000001,3070.908,3107.203,3065.308,3083.408,31257584128,331182551040.0,0.888382,-0.012225
2020-01-07,sh.000001,3085.488,3105.45,3084.329,3104.801,27658311168,288159227904.0,0.0,0.69381
2020-01-08,sh.000001,3094.238,3094.238,3059.131,3066.892,29787255296,306517393408.0,0.84691,-1.22098
2020-01-09,sh.000001,3082.639,3097.329,3080.131,3094.881,24343564800,271716020224.0,0.691776,0.912618
2020-01-10,sh.000001,3102.293,3105.224,3081.396,3092.29,21044246272,241555668992.0,0.597972,-0.083719
2020-01-13,sh.000001,3091.493,3115.569,3075.383,3115.569,21062100480,258524057600.0,0.598467,0.752808
2020-01-14,sh.000001,3120.666,3127.169,3105.604,3106.82,22997377024,271542439936.0,0.653227,-0.280815
2020-01-15,sh.000001,3103.174,3107.942,3082.042,3090.037,20231302400,232913444864.0,0.574618,-0.540199
2020-01-16,sh.000001,3095.734,3096.371,3070.884,3074.081,20337547520,236843360256.0,0.577629,-0.516369
2020-01-17,sh.000001,3081.464,3091.951,3067.252,3075.495,19030429952,242273046528.0,0.540477,0.045997
2020-01-20,sh.000001,3082.113,3096.31,3070.48,3095.787,21049334016,271122456576.0,0.597671,0.659796
2020-01-21,sh.000001,3085.789,3085.789,3051.23,3052.141,23483073792,286268096512.0,0.665647,-1.409852
2020-01-22,sh.000001,3038.486,3069.252,3006.267,3060.754,22385286400,278456922112.0,0.634245,0.282195
2020-01-23,sh.000001,3037.952,3045.04,2955.346,2976.528,27276323328,327490359296.0,0.772784,-2.751806
2020-02-03,sh.000001,2716.697,2766.577,2716.697,2746.605,21591210240,257019596800.0,0.610417,-7.724537
2020-02-04,sh.000001,2685.269,2786.164,2685.269,2783.287,36404620032,374068465664.0,1.029215,1.33554
2020-02-05,sh.000001,2792.371,2842.742,2778.864,2818.087,30976182272,349184114688.0,0.875541,1.25032
2020-02-06,sh.000001,2826.885,2876.587,2807.609,2866.509,31639214336,358582591488.0,0.894281,1.718258
2020-02-07,sh.000001,2858.932,2875.963,2838.77,2875.963,30947964160,362384162816.0,0.87384,0.329809
2020-02-10,sh.000001,2860.499,2891.847,2851.05,2890.487,29492978432,341520400384.0,0.833572,0.505013
2020-02-11,sh.000001,2894.541,2913.815,2882.242,2901.674,26916833536,302956847104.0,0.759626,0.387028
2020-02-12,sh.000001,2895.556,2926.899,2892.424,2926.899,24873342976,297534418944.0,0.701956,0.869326
2020-02-13,sh.000001,2927.144,2935.406,2901.242,2906.073,27480484352,334526328832.0,0.775509,-0.711538
2020-02-14,sh.000001,2899.865,2926.942,2899.573,2917.007,25065062656,308080369664.0,0.707292,0.376247
2020-02-17,sh.000001,2924.991,2983.637,2924.991,2983.622,31319800832,367014338560.0,0.883068,2.283676
2020-02-18,sh.000001,2981.409,2990.6,2960.775,2984.971,31166591232,374998560768.0,0.877975,0.045214
2020-02-19,sh.000001,2979.522,2998.271,2971.821,2975.401,31514115072,381331161088.0,0.887751,-0.320606
2020-02-20,sh.000001,2981.88,3031.37,2968.445,3030.154,34573288192,413761363968.0,0.973765,1.840189
2020-02-21,sh.000001,3022.245,3058.898,3020.141,3039.669,36455727616,445062078464.0,1.026663,0.31401
2020-02-24,sh.000001,3027.892,3042.182,3007.355,3031.233,37043004416,451601362944.0,1.042459,-0.27753
2020-02-25,sh.000001,2982.069,3016.945,2943.716,3013.05,44162276096,513128644608.0,1.242997,-0.599855
2020-02-26,sh.000001,2978.419,3028.778,2974.942,2987.928,46904955136,495341449216.0,1.32018,-0.833773
2020-02-27,sh.000001,2992.491,3009.457,2980.477,2991.328,35052365824,395955642368.0,0.985601,0.113791
2020-02-28,sh.000001,2924.64,2948.126,2878.544,2880.303,40121691392,432657776640.0,1.127917,-3.711562
2020-03-02,sh.000001,2899.31,2982.506,2899.31,2970.931,36733336832,397244203008.0,1.031936,3.146475
2020-03-03,sh.000001,3006.888,3026.842,2976.623,2992.896,41010804736,447053680640.0,1.152281,0.739331
2020-03-04,sh.000001,2981.806,3012.003,2974.358,3011.665,35333827840,389893918720.0,0.992733,0.627118
2020-03-05,sh.000001,3036.154,3074.257,3022.926,3071.677,44542580736,482770472960.0,1.25146,1.992652
2020-03-06,sh.000001,3039.939,3052.443,3029.463,3034.511,36206153216,377388544000.0,1.017242,-1.209958
2020-03-09,sh.000001,2987.1805,2989.2051,2940.7138,2943.2907,41456073600,438143854609.8,1.163864,-3.006105
2020-03-10,sh.000001,2918.9347,3000.2963,2904.7989,2996.7618,39329664800,425017184790.9,1.104678,1.816711
