日期,代码,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2016-01-04,sh.000001,3536.589,3538.689,3295.741,3296.258,18441842432,240929157120.0,0.006728,-6.8638
2016-01-05,sh.000001,3196.651,3328.139,3189.605,3287.711,26688208384,328417226752.0,0.009738,-0.2593
2016-01-06,sh.000001,3291.195,3362.974,3288.933,3361.84,23888667136,285243224064.0,0.008716,2.2547
2016-01-07,sh.000001,3309.657,3309.657,3115.885,3125.002,7056912384,79981989888.0,0.002572,-7.0449
2016-01-08,sh.000001,3194.625,3235.451,3056.878,3186.412,28644082176,324167135232.0,0.010425,1.9651
2016-01-11,sh.000001,3131.853,3166.215,3016.697,3016.704,27164369152,286379626496.0,0.009882,-5.326
2016-01-12,sh.000001,3026.159,3047.664,2978.463,3022.861,20765962240,224135434240.0,0.007553,0.2041
2016-01-13,sh.000001,3041.107,3059.015,2949.29,2949.597,19428210688,208376045568.0,0.007066,-2.4237
2016-01-14,sh.000001,2874.049,3012.293,2867.553,3007.649,21290564352,218013655040.0,0.007744,1.9681
2016-01-15,sh.000001,2988.048,3001.708,2883.868,2900.97,19872169728,206603968512.0,0.007229,-3.5469
2016-01-18,sh.000001,2847.539,2945.45,2844.704,2913.837,16469969408,173619961856.0,0.005989,0.4435
2016-01-19,sh.000001,2914.408,3012.068,2906.404,3007.739,20527970304,222674800640.0,0.007465,3.2226
2016-01-20,sh.000001,2993.014,3016.283,2951.922,2976.694,21650547456,234562924544.0,0.007873,-1.0322
2016-01-21,sh.000001,2934.391,2998.79,2880.085,2880.482,19167566848,203634573312.0,0.00697,-3.2322
2016-01-22,sh.000001,2911.112,2931.359,2851.733,2916.562,15981073408,170062245888.0,0.005811,1.2526
2016-01-25,sh.000001,2934.078,2955.783,2911.829,2938.515,15303905792,164023398400.0,0.005562,0.7527
2016-01-26,sh.000001,2907.718,2911.991,2743.839,2749.785,21083605504,212608151552.0,0.007663,-6.4226
2016-01-27,sh.000001,2756.082,2768.772,2638.302,2735.558,21572204544,207426674688.0,0.00784,-0.5174
2016-01-28,sh.000001,2711.158,2740.536,2647.493,2655.661,17112027904,167357415424.0,0.006218,-2.9207
2016-01-29,sh.000001,2652.854,2755.367,2649.791,2737.6,18667310592,180006813696.0,0.006783,3.0855
2016-02-01,sh.000001,2730.984,2735.255,2655.623,2688.854,15638374400,152830742528.0,0.005681,-1.7806
