日期,代码,开盘,最高,最低,收盘,成交量,成交额,换手率,涨跌幅
2017-01-03,sh.000001,3105.308,3136.455,3105.308,3135.92,14156718592,159887138816.0,0.004824,1.0402
2017-01-04,sh.000001,3133.787,3160.102,3130.114,3158.794,16786085120,195914293248.0,0.005718,0.7294
2017-01-05,sh.000001,3157.906,3168.502,3154.281,3165.41,17472764416,199692025856.0,0.005952,0.2094
2017-01-06,sh.000001,3163.776,3172.034,3153.025,3154.321,18370896640,207296036864.0,0.006258,-0.3503
2017-01-09,sh.000001,3148.531,3173.136,3147.735,3171.236,17171407616,192110579712.0,0.005846,0.5362
2017-01-10,sh.000001,3167.57,3174.578,3157.332,3161.671,17975921664,194963218432.0,0.006119,-0.3016
2017-01-11,sh.000001,3156.685,3167.028,3136.266,3136.753,17836222208,189186457600.0,0.006071,-0.7881
2017-01-12,sh.000001,3133.601,3144.969,3115.978,3119.288,14888923904,161922297856.0,0.005067,-0.5568
2017-01-13,sh.000001,3116.082,3130.514,3102.162,3112.764,15627421440,174438555648.0,0.005319,-0.2092
2017-01-16,sh.000001,3104.492,3105.142,3044.291,3103.428,25788599552,262826041344.0,0.008776,-0.2999
2017-01-17,sh.000001,3087.029,3108.907,3072.338,3108.774,13615785984,154757554176.0,0.004631,0.1723
2017-01-18,sh.000001,3104.766,3123.72,3098.586,3113.012,13178012928,144546717696.0,0.004482,0.1363
2017-01-19,sh.000001,3104.971,3115.777,3094.005,3101.299,12385142016,139280461824.0,0.004212,-0.3763
2017-01-20,sh.000001,3095.818,3125.659,3095.214,3123.138,12236677632,141471809536.0,0.004161,0.7042
2017-01-23,sh.000001,3125.42,3145.841,3125.42,3136.774,13266039296,148145737728.0,0.00451,0.4366
2017-01-24,sh.000001,3134.592,3149.531,3131.218,3142.553,12597388032,134553853952.0,0.004282,0.1842
2017-01-25,sh.000001,3137.646,3151.472,3133.191,3149.554,11207382784,126765830144.0,0.003809,0.2228
2017-01-26,sh.000001,3149.216,3163.104,3148.908,3159.166,11387677184,125013192704.0,0.00387,0.3052
2017-02-03,sh.000001,3160.081,3162.677,3136.013,3140.17,9222473728,108023660544.0,0.003126,-0.6013
2017-02-06,sh.000001,3143.093,3158.843,3135.386,3156.983,12719828224,150067695616.0,0.004311,0.5354
2017-02-07,sh.000001,3154.404,3159.544,3140.035,3153.087,12833744128,152559087616.0,0.004349,-0.1234
2017-02-08,sh.000001,3148.086,3167.446,3132.033,3166.981,14492018688,170854125568.0,0.004911,0.4406
2017-02-09,sh.000001,3164.687,3186.838,3162.574,3183.179,19164032768,209723158528.0,0.006495,0.5115
2017-02-10,sh.000001,3183.006,3205.049,3182.802,3196.699,23934891264,245772165120.0,0.008109,0.4247
